datetime,tempmax,tempmin,feelslikemax,feelslikemin,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarenergy
6.11.2019,14.1,6.6,14.1,3.8,6.5,85.39,4.49,18.2,194.1,1004.4,12.9,24,6.9
7.11.2019,10.5,7.1,10.5,5.6,7.6,95.84,7.64,14.5,97.3,1007.5,26.5,6.2,4.5
8.11.2019,12.4,5.6,12.4,3.9,8.4,97.06,0.13,11.7,33.6,1008.1,4.2,2.6,1.7
9.11.2019,9.5,5.5,9.5,2.4,6.7,96.09,5.28,18.4,196.8,1010,0.2,8,1.1
10.11.2019,6.6,3.7,5.1,-0.1,4.1,92.64,0.3,21.5,322.5,1012,0.1,10.4,1.1
11.11.2019,8.1,2.1,6.1,-0.4,4.1,93.4,0.01,15.3,148.9,1016.2,27.5,10.2,2.2
12.11.2019,7.9,4.5,7.9,0.7,5.9,98.79,12.1,18.2,67.1,1009.3,36.1,3.3,1.2
13.11.2019,5.2,2.5,5.2,-3.3,3.4,97.98,8.87,32.4,275.4,1003.3,36.1,1.4,0.6
14.11.2019,8,0.7,6.1,-1.8,3.2,95.15,0.01,14.7,97.5,1011.7,13.6,11.1,5.6
15.11.2019,9.6,4.6,8.6,2.7,6.7,97.67,0.02,15,16.1,1011.2,0.2,4.3,1.6
16.11.2019,12.1,9.1,12.1,7.4,9.9,97.69,0.61,11.7,13.9,1013.1,0.2,8.4,1.7
17.11.2019,14,9.5,14,8.4,10.3,95.1,2.97,22,20.6,1012.5,0.2,9.1,3.7
18.11.2019,13.5,6.1,13.5,5.2,8.1,89.9,0.33,15.2,108.2,1011.6,33.2,16.5,2.1
19.11.2019,11.6,5.5,11.6,3.1,6.9,93.02,0,14.8,33.7,1020,30.7,22.2,4.1
20.11.2019,10.1,7.1,10.1,5.4,8.5,97.71,6.95,14.7,4,1015.8,33.7,6.9,1.4
21.11.2019,9.5,8,9.5,6.1,8.6,97.78,0.94,14.7,44.9,1012.3,19.7,5.1,1
22.11.2019,8.6,6.3,6.8,4.8,7.5,98.01,0.02,15.2,57.8,1015,20.1,1.1,0.9
23.11.2019,6.1,1.3,6,-5.9,3.7,95.1,0.01,43.3,33.9,1014.6,0.7,8.9,2.1
24.11.2019,8.1,2.6,6.5,-0.1,4.4,96.88,0.1,15.4,10.3,1014.3,0.1,9,3.6
25.11.2019,9,3.5,7.2,1.3,5.1,96.95,0.01,15,41.4,1013.5,27.3,9.5,4.1
26.11.2019,8.4,5.1,7.3,3.4,5.7,96.71,0,11.2,53,1012.7,34.5,4.1,1.8
27.11.2019,7.5,5.1,7.1,2.4,5.9,96.96,0.13,18,108.5,1005.5,36.2,5.4,0.5
28.11.2019,8.6,6.1,8.6,4.6,7.1,96.69,0.31,14.6,143.8,1003.2,4.2,5.6,1.2
29.11.2019,12,4.1,12,0.6,3.7,71.45,0.58,21.8,252.6,1006.4,28.1,30.1,2.2
30.11.2019,4.4,-0.4,1.2,-2.5,-2.7,71.74,1.97,15.3,319.9,1021.7,0.1,19.2,4.6
1.12.2019,0.6,-3.2,0.1,-6.3,-3.6,78.6,0,15.2,26.3,1024.3,0.1,17.1,2.8
2.12.2019,1.5,-1,-0.7,-4.6,-1.5,88.79,5.44,24.8,197.2,1021.1,4.2,5,0.6
3.12.2019,4.1,-1,3.1,-3.6,-3.1,72.26,0.1,18.3,295.1,1027.7,26.5,22.6,3.6
4.12.2019,0,-3.9,-0.5,-8.6,-4.5,84.89,0,18.5,31,1030.3,13.9,10.2,3.9
5.12.2019,-1,-2.5,-3.6,-7.1,-3.6,86.66,19.21,14.9,81.9,1028.8,36.1,4.4,0.6
6.12.2019,-1,-1.9,-3.6,-6,-2.8,90.89,9.56,14,65.4,1024.2,36.1,1.4,0.6
7.12.2019,4.1,-1.7,2.2,-5.5,-0.9,96.11,0.99,10.5,234.8,1018.8,0.2,10.9,1.2
8.12.2019,5.7,0.6,5.7,-2.8,1.4,87.38,0,11.2,138.2,1016,0,12.8,3.8
9.12.2019,4.3,1.5,3.6,-0.8,2.3,98.51,0.49,7.7,148.2,1009.6,4.1,5.9,0.8
10.12.2019,5.6,0.6,3.2,-3.6,-1.3,73.46,0,22.3,323.4,1020.1,20,24.8,2.8
11.12.2019,2.5,-3.1,2.5,-5.9,-5.7,69.69,0,21.5,120.7,1019.7,1.6,28.5,3.4
12.12.2019,0.1,-2.6,0.1,-5.8,-1.4,94.48,1.94,8.1,142.1,1008.7,8.2,3.8,0.5
13.12.2019,1.5,-0.9,1.5,-5.1,-0.4,95.59,1,14.2,86,994.2,16.1,1.4,0.4
14.12.2019,8.1,1,4.9,-1.4,1.2,83.16,0.5,22.1,224,1000,0.1,17.6,2.1
15.12.2019,4.1,1.2,4.1,-1.7,0.7,85.34,0.1,11.5,106.4,1012.3,0,19,1.8
16.12.2019,6.6,3.1,5.1,0.4,3.6,94.15,0.01,11.4,29.8,1016.2,39.2,4.9,2
17.12.2019,10.5,5,10.5,2.4,5.8,88.25,0.01,14.5,17.9,1013.9,32.4,14.3,1.7
18.12.2019,12.5,8.1,12.5,6.1,7.1,83.9,0,14.4,16.2,1019.5,0.2,18.4,2.8
19.12.2019,11.5,5.2,11.5,2.6,6.1,89.97,0.01,24.9,30,1022.1,26.4,10.3,2.3
20.12.2019,12.5,4.6,12.5,1.3,5.2,83.27,0.02,22.4,69.8,1007.3,17.6,11.6,2.7
21.12.2019,10.6,5,10.6,0.5,6.1,82.48,17.18,26,142.6,995.4,0.2,11.2,1
22.12.2019,5.1,2.2,5.1,-0.9,2.4,90.53,3.05,22.2,251.3,991.8,0.2,9,0.9
23.12.2019,6.5,3.5,3,-0.1,3.8,90.05,37.28,19.2,312.6,999.8,28.1,8.5,0.4
24.12.2019,8.1,3.6,6.1,1.2,1.6,75.83,0.02,22.2,310.4,1013.1,0.2,17,2.5
25.12.2019,8.5,3.6,6.1,-0.3,3.6,87.31,4.29,26.1,295.6,1013,0.2,15.9,1.5
26.12.2019,6.5,3,3.7,0,0.3,75.59,0.2,18.3,328.6,1022.9,0.2,19,2.1
27.12.2019,5.1,1.6,3.6,-3,-1.8,71.1,0,21.9,334,1025.3,27.2,29.9,1.9
28.12.2019,2,0,-1.3,-5.4,-4.1,70.5,0.21,25.4,322.3,1034.4,0.2,18.4,3
29.12.2019,0.5,-2.2,-3.1,-8.3,-5.8,67.69,0.1,29.6,331.3,1038.5,0.4,19.2,1.3
30.12.2019,2.1,-3,1.1,-7.5,-5.6,72.34,0,17.9,215.2,1037.6,25.5,20.3,2.9
31.12.2019,8.4,-2,6.5,-5.8,-2.9,72.69,0.01,21.9,271,1030.2,11.6,17.4,2.8
1.1.2020,5.9,-0.6,4.5,-3.4,-2.3,73.29,0.01,21.7,322.1,1034.7,0.1,19.2,3.2
2.1.2020,3.8,-2,2,-6.7,-2.6,81.74,0,14.2,121.9,1032.4,10.4,14.1,3.6
3.1.2020,-2,-3.8,-2.6,-7.5,-3.6,95.31,0,14.4,150.9,1028.6,0.1,7.4,1.6
4.1.2020,5,-3,2.4,-5.8,-0.9,84.08,0.01,25.7,291.6,1023.5,0.2,18.3,1.9
5.1.2020,3.5,-0.9,-0.3,-4.7,-4.8,64.48,0.39,22.4,321.6,1031.4,0.1,19.2,4.6
6.1.2020,3.1,-3.4,2.1,-6.5,-5.2,72.18,0,11,151.3,1033.3,0,19.2,3.5
7.1.2020,2,-5,1.6,-9.3,-4.7,79.62,0,11.7,209.5,1029.5,16,18.6,2.7
8.1.2020,3.1,-0.9,2.1,-3.9,-1.7,83.41,0.01,11,124.9,1032.2,20.8,10.1,3.8
9.1.2020,2,-0.9,2,-4.8,-1.2,91.48,0.61,13.9,52.3,1026.9,34.9,6,2.1
10.1.2020,1.6,-1.5,1.5,-4.1,-1.8,91.4,0,7.9,154.9,1023.8,0.2,5.4,3
11.1.2020,6.7,-0.7,3.2,-4.1,-0.4,74.46,0.1,30.9,327.4,1030.6,5.2,19.1,3.5
12.1.2020,3,-1.4,1.6,-4.1,-1.5,87.29,0,11.3,80.6,1030.8,0,14,4.3
13.1.2020,0.6,-2,0.6,-6.8,-1.5,96.07,0,18.2,148.6,1027.4,16.2,4.9,3.3
14.1.2020,-2,-2.7,-5,-7.8,-2.8,96.64,0.19,17.4,76.9,1025.8,0.2,0.3,0.5
15.1.2020,-0.5,-2.2,-0.9,-7.9,-2.2,96.94,0.2,20.9,43.1,1028,0.2,0.3,0.8
16.1.2020,1.2,-2,1.2,-3.6,-1.2,96.45,0,7.7,195.7,1032.7,30,8.4,1.6
17.1.2020,-0.8,-3.1,-0.9,-7,-2.3,97.31,0,14.7,51,1029.1,0.2,3.3,0.6
18.1.2020,0,-3.9,0,-7,-2.7,96.54,0.47,10.4,133.9,1027.2,1.9,3,0.8
19.1.2020,1.1,-0.8,-1.7,-4.2,-0.1,94.99,0.33,20.9,302,1031.3,0.2,11,0.8
20.1.2020,3.5,0.1,0.1,-4.1,-0.7,84.89,1.01,21.5,326.8,1044.3,13.4,6.7,4.4
21.1.2020,-0.5,-4.3,-0.5,-7.6,-3.1,94.24,0,11,204.9,1044.3,15.3,4.7,3.8
22.1.2020,0.4,-2.5,-1.1,-6.1,-2.8,89.93,0.19,20.7,309.8,1034.2,32.5,5.8,2.9
23.1.2020,5.6,-1.2,5.5,-4.3,-2.3,77.1,0,14.5,201.1,1034.8,5.3,18.3,5.8
24.1.2020,-2.2,-3.7,-2.2,-7.3,-3.2,95.77,0,10.6,66.7,1028.4,0.2,0.6,1
25.1.2020,-1.2,-2.7,-1.2,-5.3,-2.4,97.33,0,7.2,233.2,1025.2,0.2,0.2,1.2
26.1.2020,-1.7,-2.5,-1.7,-6.4,-2.5,97.18,0,10.4,69.1,1023.7,0.2,0.3,1
27.1.2020,-0.1,-2.4,-0.1,-7.1,-1.9,97.26,0,15.3,279.2,1019.5,16.1,1.2,1.9
28.1.2020,1.5,-2.2,0.4,-6.9,-0.8,97.76,3.2,17.3,115.9,1007.2,0.2,4.8,1.2
29.1.2020,4.5,-0.3,0.6,-4.9,-1.1,81.56,4.96,26,252.1,1009.1,18.9,19.1,2.9
30.1.2020,7,1,4.2,-3.8,-1.3,71.45,0.01,22.3,283.5,1016.1,26,30.6,4.4
31.1.2020,13.6,1.3,13.6,-1,4.1,75.83,1.54,25.6,236.1,1010.5,28.8,23,2.5
1.2.2020,14.6,6.2,14.6,4.6,5.2,68.25,0,29,245.3,1011.4,0.1,19.2,7.4
2.2.2020,13.6,6.1,13.6,2.3,5.5,74.54,2.28,25.2,253.9,1011.6,0.2,17.9,5.9
3.2.2020,12.1,6.5,12.1,2.8,4.7,79.54,6.7,25.7,265.9,1012.1,34,24.3,1.7
4.2.2020,8.1,2.5,5.7,-1.9,1.4,77.99,4.57,40.4,255.4,1004.3,37.7,25.6,1.7
5.2.2020,3.9,0,-0.7,-5,-3.3,69.2,0.22,29.6,327.1,1019,31.7,27.6,2.4
6.2.2020,4.4,-1.2,0.5,-6.8,-4.5,66.7,0.2,22.3,288.9,1029.3,26.4,30.8,3.9
7.2.2020,6.4,1.3,3.7,-3.4,-1,74.27,0,21.7,309.8,1028.5,3.8,19.1,3.7
8.2.2020,5.2,-2,2.1,-5,-3.8,72.34,0,18.3,35.9,1030.4,0.1,17.7,8
9.2.2020,5.1,-2.7,2.6,-6.7,-4.4,68.88,0,18.7,26.2,1026.1,0,19,7.9
10.2.2020,12.1,0.6,12.1,-3.1,0.7,71.59,5.88,29.8,147.8,1006.7,30.7,19.2,3.1
11.2.2020,8,0.7,4.6,-3.1,-0.7,66.91,3.4,33.1,241,1006.3,29.3,30.4,4.2
12.2.2020,7.4,0.5,3.9,-3.7,-2.1,68.2,2.99,26,261.8,1016.6,21.7,32.7,8.2
13.2.2020,8.9,1.1,7.1,-1.8,-0.9,69.21,0,15.2,174.2,1018.4,9.2,28.3,7.9
14.2.2020,8.1,4,6.1,2.1,1.7,71.69,0.01,18.7,267.3,1016.5,18.1,24,2.3
15.2.2020,10.1,3.5,10.1,0.7,0.9,68.94,0,18.3,127.9,1028,0.1,19.2,9.1
16.2.2020,11.9,1.2,11.9,-1.7,0.5,70.98,0,18.8,34.5,1026,0,19.1,7.2
17.2.2020,11.7,3,11.7,-0.5,1.9,73.08,0,14.7,22.4,1020.3,8,14.8,8.4
18.2.2020,11.5,4.1,11.5,3.8,0.5,61.49,0.32,25.9,289.2,1024.2,26.4,35.2,8.1
19.2.2020,8.1,2.1,5,-2.4,-1.3,63.9,1.03,25.2,264.9,1021.5,28.8,32,4.2
20.2.2020,9.4,2,8.1,-2.4,-3.1,58.76,0,22.2,239.8,1023.5,6,31.6,9.9
21.2.2020,7.5,1.5,4,-0.8,-3,59.57,0.41,29.5,250.5,1023.8,10.4,19.6,4.1
22.2.2020,12.5,1.1,12.5,-1.3,-4.4,48.6,0,14.6,267.6,1028.1,0,19.2,8.2
23.2.2020,16,7.6,16,5.2,2.8,57.51,0.33,29.4,255.1,1017.3,0.2,18.3,3.3
24.2.2020,15.1,4.1,15.1,0.1,-0.9,55.72,0.79,34.2,272.2,1018.2,13.3,33.8,8.3
25.2.2020,14.1,3.8,14.1,1.7,1.5,62.12,0,18.3,264.9,1006,29.1,19.3,7.4
26.2.2020,9.4,2.6,7.2,-2.3,-0.3,64.47,0.43,22.2,261,999.3,34,30.7,2.5
27.2.2020,7.5,1,5,-3.1,-3.8,59.4,0.1,22.7,224.5,1004.6,18.4,31.2,7.4
28.2.2020,5,0.1,1.7,-3.6,-2.5,67.95,2.13,29.3,281.7,1010.7,12.1,15.7,4.9
29.2.2020,9.1,-0.7,7.2,-4.4,-3.3,60.02,0,15,66.3,1011.8,0,19.2,5
1.3.2020,6,3.1,4.6,0.8,0.8,76.87,0.3,14.9,47.4,1006.1,0.1,14.4,3.9
2.3.2020,13.9,4.5,13.9,-0.4,3.4,72.06,22.55,29.9,138.3,998.3,17.6,28,11.7
3.3.2020,8.3,4.1,6.3,0.1,3.9,83.68,10.52,25.5,167.5,1000.3,34.3,20.1,4.1
4.3.2020,9.9,3.5,7.8,0.1,-1.1,64.02,0.1,18.5,316.4,1011.4,23.2,21.8,11.5
5.3.2020,11.4,1.6,11.4,-0.2,-2.4,57.29,0,18.2,129,1008.5,2.4,25,13.4
6.3.2020,7.6,3.6,7.6,1.2,3.3,88.53,7.71,11.9,67.9,1000.3,16,5.3,3.4
7.3.2020,8.5,3.6,6,0.6,0.6,71.03,0.01,18.7,294.9,1012.5,0.1,18.1,5.8
8.3.2020,9.4,1.6,7.7,-1.8,-3.5,56.44,0,18.1,257.1,1021,0,18.5,13.1
9.3.2020,10.4,0.1,10.4,-3.4,-1.5,65.38,0,11.1,139.8,1015.4,27.9,18.6,7.6
10.3.2020,12.5,4.6,12.5,2,1.5,64.99,0.1,18.6,273.7,1015.4,11.6,29.4,13.9
11.3.2020,15.9,6.1,15.9,3.1,7.1,78.18,4.83,25.9,243.7,1013.9,24.8,25.4,3.8
12.3.2020,20.5,11.1,20.5,11.1,6.2,54.47,0,29.2,245.7,1014,19.5,38.9,13.5
13.3.2020,12.5,6.1,12.5,3.7,0.7,57.01,1.02,29.5,294,1016.1,30.8,30.5,7.8
14.3.2020,9.9,2.6,8.4,-0.5,-4.7,46.54,0,18.1,235.4,1022.6,0.2,20.2,14
15.3.2020,8.5,-0.5,7.3,-3.2,-8.9,39.13,0,14.8,45.6,1028.4,0,19.2,15.9
16.3.2020,13.4,-1.9,13.4,-5.1,-5.3,45.49,0,18.7,69,1027.1,12.7,29.8,15.4
17.3.2020,11.7,4,11.7,1.4,-1.4,50.76,0,15,238.1,1029,29.2,23.5,6.5
18.3.2020,19,8.6,19,6.4,4.5,58.13,0,18.2,234.3,1028.7,3.6,18.5,15
19.3.2020,20.4,7.2,20.4,5.1,3.8,53.92,0,15.3,37.5,1024.9,3.6,18.9,15.1
20.3.2020,19.4,9.1,19.4,8.1,4,53.7,0,11,29.2,1020.1,20.8,20.4,12.5
21.3.2020,13.1,1.1,13.1,-4.1,2.3,77.1,2.98,22.1,266.5,1019.2,0.2,13.3,2.1
22.3.2020,4.4,-2,0.9,-6.9,-8.6,51.36,0.1,21.8,284.8,1029.1,0,18.8,13.5
23.3.2020,4.5,-3.5,1.2,-9.4,-10.5,45.06,0.1,18.7,206.6,1031.6,12,27,15.8
24.3.2020,8.5,-1.2,7.4,-4.7,-11,37.29,0,14.4,89,1030.8,13.2,26.8,15.2
25.3.2020,2.9,-0.7,1,-3.7,-8.4,51.06,0,18.4,28.1,1030.1,30.1,20.7,8.1
26.3.2020,11,0,11,-2.6,-5.8,44.73,0,18.2,25.9,1024.8,34.1,21.5,8
27.3.2020,16.1,6.1,16.1,4.5,-2,41.39,0,14.7,43.8,1020.6,9.2,17.3,15.1
28.3.2020,18.4,6.6,18.4,6.6,-0.6,40.73,0,11.2,239.6,1014.6,0,13.8,15.2
29.3.2020,14,5.1,14,2.3,-1.8,46.17,0.1,25.6,302.5,1013.8,0,17.2,16.1
30.3.2020,5.4,-0.4,2.6,-4.8,-8.4,47.66,0.01,24.9,306.4,1022.5,27.7,30.1,8.8
31.3.2020,5.6,-2.2,5.6,-5,-10.7,39.73,0,11.2,234.8,1025.9,16.1,32.6,16.5
1.4.2020,9,-3.4,8,-6.6,-7.4,52.46,0,10.9,262.7,1023.2,6.8,20.2,15.5
2.4.2020,13,-1.6,13,-4.5,-9.4,35.56,0,14.5,88.1,1015.2,0,20.4,17.2
3.4.2020,14.1,1.2,14.1,-0.7,-4.4,43.39,0,14.3,253.4,1013.9,0.8,18.6,13.4
4.4.2020,14.9,5.1,14.9,3.2,-3.3,41.13,0,14.5,263.5,1023.4,0.1,18.8,17.4
5.4.2020,17,5.6,17,3.2,-4.6,33.04,0,14.6,32.8,1028.3,0,18.1,18.2
6.4.2020,19,6.6,19,4.4,-4,32.48,0,22.1,72.4,1029.8,0,19.8,17.6
7.4.2020,20,5.2,20,5.2,-7.1,26.75,0,14.8,71.6,1032.4,0,21.6,19
8.4.2020,20.5,7.1,20.5,5.1,-6.9,24.39,0,14.8,52.1,1029.3,0,19.4,18.7
9.4.2020,21.9,7.6,21.9,5.6,-4.1,27.54,0,14.5,249.9,1022,0,18.8,18.4
10.4.2020,19,11.1,19,11.1,1.3,40.15,0,18.3,302.6,1022.7,0,19.2,18.3
11.4.2020,18.5,9.5,18.5,8.7,-1.3,35.56,0,14.5,246.8,1023.5,0,19.2,16.9
12.4.2020,23,7.7,23,5.7,0.9,38.2,0,11,91,1019.4,0,18.8,18.4
13.4.2020,22.5,7.5,22.5,4.3,5.1,52.32,0.32,22,259,1010.8,0,17.7,12
14.4.2020,8.4,3,6,0.5,-4.7,49.25,0.98,18.7,325,1019.2,27.7,29.3,16.2
15.4.2020,14.5,2,14.5,-1.2,-5.6,38.64,0,14.5,297.4,1024.7,18,27.4,18.4
16.4.2020,22.9,5.3,22.9,2.9,-1,37.11,0,11.1,208.4,1018.9,17.6,25.8,18.9
17.4.2020,24.4,14.1,24.4,14.1,2.5,35.51,0,18.4,286.4,1013.9,14.8,25.6,15.3
18.4.2020,22.4,11.7,22.4,11.7,5.1,46.09,0,10.7,252.8,1014.6,0,18.5,19.9
19.4.2020,16.6,10.5,16.6,10.5,6.4,63.14,0.65,25.4,233.6,1015.2,0.1,18.5,6.4
20.4.2020,16.4,5.5,16.4,3.8,-3.5,36.72,0,11.2,24,1020.7,6.8,33,18.5
21.4.2020,16.9,6.1,16.9,4.5,-3.6,36.12,0,14.6,14.2,1021.1,3.6,27.5,19.2
22.4.2020,17.9,6.6,17.9,6.3,-3.3,34.62,0,11.1,33.6,1022.4,2,31,19.1
23.4.2020,19.5,7.6,19.5,6,-1.2,37.06,0,14.7,90.4,1021,0.8,33.2,22
24.4.2020,23.4,9.1,23.4,8.1,1.2,37.81,0,18.2,201.3,1012,20.5,25.3,17.8
25.4.2020,18,9.1,18,7.4,1.5,41.7,0,22.8,312.2,1006.7,0,19.2,17.5
26.4.2020,17.4,5,17.4,5,-0.1,47.64,0,11,277.5,1011.8,0,18.9,19
27.4.2020,21.4,6.6,21.4,5.2,3.1,48.98,0,11.2,50.8,1011.7,18.7,30.4,16.5
28.4.2020,23.7,10,23.7,10,7.6,56.59,0,11.2,85.5,1007.3,3.6,23.9,19.9
29.4.2020,17.1,10.9,17.1,10.9,9.3,74.11,0.07,18.6,252.2,1005.1,29.1,26.6,6.4
30.4.2020,22.5,10.3,22.5,10.3,7.4,59.85,0,14.8,248,1008,13.5,31,16.9
1.5.2020,18.5,9.3,18.5,6.7,7.6,67.61,0.73,22,241,1005.9,0.1,17.5,11.8
2.5.2020,18.9,9,18.9,8.2,5.2,60.96,0.05,21.9,274.9,1007.4,0,18.1,15.7
3.5.2020,16,6.3,16,3.7,3.3,61.38,0.01,22.6,298,1015.4,0.1,19.2,10.3
4.5.2020,19.4,8.2,19.4,6.3,2.4,48.13,0,14.6,257.8,1017.4,15.6,32.8,19.5
5.5.2020,17,6.6,17,4.4,4.1,60.01,0.31,18.3,289,1014.5,24,33.2,13.1
6.5.2020,15.2,2.8,15.2,0.3,2,62.1,0.88,22.5,301.8,1018.9,17.6,33.2,15.6
7.5.2020,20.5,7.3,20.5,4.9,0.7,45.49,0,19,267,1019.9,16.8,35,21.3
8.5.2020,23.4,8.3,23.4,7.4,3.7,47.59,0,7.5,130.5,1019.3,0,19.2,19.4
9.5.2020,25.5,13.8,25.5,13.8,5.3,41.4,0,11.1,89.6,1013.6,0,19.2,20.9
10.5.2020,23.6,14,23.6,14,8.9,52.85,0,14.8,127.6,1008,0,19.2,16.4
11.5.2020,23,10,23,10,9.5,62.61,0.02,28.9,166.4,1001,25.9,25.2,12.4
12.5.2020,12.7,4.1,12.7,0.6,-0.1,60.42,2.13,26.3,277.8,1014,23.6,37.1,14.4
13.5.2020,14,3.1,14,-0.5,2.8,70.95,0.99,18.5,90,1013.7,32.3,27.4,13.8
14.5.2020,15.7,8,15.7,6.1,6.4,74.21,0.2,15.5,246.3,1011.7,30.1,20.9,12.1
15.5.2020,10.8,7.1,10.8,5.5,7.1,91.76,19.19,15,166.2,1015.1,19.7,7.2,2
16.5.2020,17.9,7.1,17.9,4.6,5.6,65.33,0,14.5,210.2,1022.2,0,14.1,19.2
17.5.2020,21.4,10.3,21.4,10.3,6.5,58.11,0,10.7,164.5,1020.3,0,19.2,18.8
18.5.2020,24.9,11.4,24.9,11.4,6.4,46.75,0,17.7,192.5,1021.7,2.4,20.3,23.6
19.5.2020,24.3,13.8,24.3,13.8,9.9,56.37,0,11.1,228.2,1018,16.4,19.9,18.3
20.5.2020,21,14.4,21,14.4,6.5,48.57,0,21.8,248.3,1016.6,19.2,31.8,23.2
21.5.2020,19.9,11.5,19.9,11.5,1.7,39.76,0,15,196.5,1020.9,10.8,36.8,23
22.5.2020,21.2,8.3,21.2,7.2,0.9,38.93,0,11,199.5,1023.5,0,19.2,24.6
23.5.2020,16.8,11.8,16.8,11.8,12.1,90.3,5.11,30,179.2,1022.3,0.1,6.2,6.7
24.5.2020,18.7,9.8,18.7,7.6,7.8,71.46,20,30.9,284.2,1025.2,0.1,16.4,13
25.5.2020,15.7,8.5,15.7,7.4,8.1,78.24,5.27,15.1,293.6,1026.1,30.4,22.3,9.3
26.5.2020,16.2,9.1,16.2,7,8.1,78.16,3.09,18.6,323.1,1028.9,30.4,30.9,10.3
27.5.2020,20,8.6,20,5.3,6.8,64.03,0,28.4,325.9,1029.5,19.6,25.6,20.1
28.5.2020,18.5,10.3,18.5,10.3,7.6,67.92,8.71,22.1,316.1,1024.3,31.1,27.1,12.8
29.5.2020,18.2,9.3,18.2,6.7,7.9,74.29,0.01,21.9,324.1,1022.5,0.1,15.4,14.8
30.5.2020,17.5,10,17.5,10,4.3,56.65,0.01,18.2,329.4,1018.5,0.1,19.2,19.5
31.5.2020,11.6,8.6,11.6,6.4,7.8,87.94,8.04,18.8,295.2,1016.2,0.1,9.3,2.2
1.6.2020,21.7,10.3,21.7,10.3,9,67.74,0.39,21.9,286.9,1017,13.6,22.1,18.4
2.6.2020,20.7,12,20.7,12,5.6,49.73,0,21.9,326,1013.7,17.6,34.4,21.5
3.6.2020,23,11.1,23,11.1,10.6,70.8,1.07,25.3,298.8,1006,20,36.2,21.4
4.6.2020,24.9,10.8,24.9,10.8,11,66.88,0,25.2,145,998.9,26.1,25.2,19.6
5.6.2020,17.3,12.8,17.3,12.8,12.3,83.24,4,21.6,245.5,999.3,28,16.9,6.2
6.6.2020,25.5,12.8,25.5,12.8,12.6,70.33,0,15.3,174,1006.5,0,19.2,21.6
7.6.2020,27.7,13,27.8,13,14.3,68.9,0,25.8,173.5,1005.5,0.1,18.5,23.8
8.6.2020,17.7,11,17.7,11,10.7,82.6,5.03,29.3,306.5,1010.9,32.8,26.6,8.5
9.6.2020,22.8,13,22.8,13,13.7,80.21,0.15,18,165.9,1010.5,31.3,18.5,13.9
10.6.2020,20,13.9,20,13.9,14.6,93.2,5.47,11,149.7,1009,35.7,12.7,5.2
11.6.2020,23.9,12.8,23.9,12.8,13.3,77.7,0,11,103.2,1009.1,26.1,17.1,15
12.6.2020,25.8,16.6,25.8,16.6,14.5,65.43,0,14.5,230.2,1008.1,20.4,28.6,20.5
13.6.2020,28.7,17.8,28.4,17.8,15,61.88,0,11.1,55.8,1008.2,0,19.2,23.4
14.6.2020,24,16.1,24,16.1,14.9,74.39,3.02,25.7,226.6,1007.7,0.1,16.5,18.3
15.6.2020,22.5,15.3,22.5,15.3,14.3,80.79,0.02,21.9,291.1,1011.1,30.4,24.6,10
16.6.2020,21.7,14.3,21.7,14.3,13,72.92,0.21,18.3,313.2,1011.6,29.9,23.8,15.7
17.6.2020,23.9,15.3,23.9,15.3,14.8,76.43,0.03,21.4,313.3,1008.2,26,20.3,11.8
18.6.2020,19.7,14.3,19.7,14.3,13.8,80.99,3.96,22.4,290.1,1008.8,33.6,21.7,3.9
19.6.2020,19.6,14.3,19.6,14.3,13.7,84.2,3.29,18.2,290.3,1012.4,0.1,11.8,7.8
20.6.2020,16.4,13.3,16.4,13.3,13.3,93.99,23.02,25.7,274.5,1014,0.2,2.2,2.6
21.6.2020,15.1,12.8,15.1,12.8,13.6,97.69,48.23,25.8,292.8,1013.7,0.2,0.9,1.8
22.6.2020,21.1,14.8,21.1,14.8,12.9,73.63,0.1,21.9,287.2,1016.5,28,26,6.3
23.6.2020,23.5,14.5,23.5,14.5,10.8,59.66,0,25.2,335.9,1019.8,14,32.2,20.9
24.6.2020,22.5,13.4,22.5,13.4,10.4,62.35,0,18.3,323.2,1021.1,9.6,36.8,22.9
25.6.2020,24.3,14.3,24.3,14.3,12.9,68.22,0,13.4,156.4,1021.1,24.6,25.9,17.8
26.6.2020,26.5,15.8,26.5,15.8,16.3,76.37,11.91,18.6,160.8,1016.1,18.4,22.7,18.3
27.6.2020,29.3,17.8,30.1,17.8,17.5,71.48,0,12.3,169.9,1013.6,0,16.4,21.9
28.6.2020,31.2,20.3,31.8,20.3,16.3,58.51,0,18.4,275.5,1013.5,0,19.2,21.1
29.6.2020,23.6,16,23.6,16,16.2,81.4,4.04,22.3,237.3,1011.6,32.3,25.2,7.9
30.6.2020,27,15.8,27.3,15.8,14,66.31,0,21.6,243.1,1012.7,14,37,19.1
1.7.2020,30.5,18.1,31.3,18.1,16.2,62.58,0,18.6,174.9,1011.3,0,19.1,24.2
2.7.2020,29.1,17.6,29.4,17.6,16.7,71.18,2.04,18.4,270.5,1010.2,0,18.8,22.3
3.7.2020,24.4,17,24.4,17,14.5,73.24,1.03,22.3,305,1013.9,0.1,18.2,12.1
4.7.2020,26.2,14.4,26.2,14.4,11.6,56.9,0,18.5,322.3,1017.3,0,19.2,23.8
